Breed,Age_in_years,Age_in_months,Gender,Neutered_or_spayed,Body_length,Weight,Fur_colour_dominant,Fur_pattern,Eye_colour,Allowed_outdoor,Preferred_food,Owner_play_time_minutes,Sleep_time_hours,Country,Latitude,Longitude
rack doll,2.42,29,female,True,22,5.3,brown/chocolate,tortie,blue,FALSE,dry,1,15,Usa,47.60621,-122.33207
Ragdoll,2.42,29,female,False,28,4.39,seal,colorpoint,blue,FALSE,wet,5,15,Usa,39.29038,-76.61219
Ragdoll,2.5,30,male,True,27,6.8,red/cream,bicolor,blue,FALSE,wet,21,15,Usa,47.60621,-122.33207
Ragdoll,2.5,30,male,False,29,6.77,seal,colorpoint,blue,FALSE,wet,3,15,Usa,45.52345,-122.67621
Ragdoll,2.5,30,female,True,24,4.88,seal,colorpoint,blue,FALSE,wet,21,17,Usa,40.71427,-74.00597
Ragdoll,2.5,30,male,False,27,6.72,seal,colorpoint,blue,FALSE,wet,8,15,Usa,45.52345,-122.67621
Ragdoll,2.58,31,male,True,28,5.0,seal,colorpoint,green,FALSE,dry,14,15,Usa,39.29038,-76.61219
Ragdoll,2.67,32,male,True,53,6.15,seal,bicolor,green,FALSE,dry,32,15,Usa,37.77493,-122.41942
Ragdoll,2.67,32,female,True,40,4.61,seal,tortie,blue,TRUE,wet,22,15,Usa,45.52345,-122.67621
Ragdoll,2.67,32,female,False,45,5.31,seal,colorpoint,blue,FALSE,dry,22,15,Usa,42.35843,-71.05977
Ragdoll,2.67,32,male,False,51,5.53,red/cream,bicolor,blue,FALSE,wet,25,15,Usa,40.71427,-74.00597
Ragdoll,2.67,32,male,True,52,7.41,seal,colorpoint,blue,FALSE,wet,5,15,Usa,42.35843,-71.05977
Ragdoll,2.75,33,female,False,43,4.65,brown/chocolate,mitted,green,FALSE,wet,21,17,Usa,40.71427,-74.00597
Ragdoll,2.75,33,female,True,47,4.63,seal,colorpoint,blue,FALSE,dry,34,17,Usa,38.89511,-77.03637
Ragdoll,2.75,33,female,False,48,6.0,brown/chocolate,bicolor,green,FALSE,wet,15,17,Usa,42.35843,-71.05977
Ragdoll,2.83,34,female,False,38,5.3,seal,colorpoint,blue,FALSE,wet,31,17,Usa,38.89511,-77.03637
Ragdoll,2.83,34,male,True,43,5.97,seal,colorpoint,blue,FALSE,wet,29,15,Usa,37.77493,-122.41942
Ragdoll,2.83,34,male,True,51,5.67,seal,colorpoint,green,FALSE,wet,24,17,Usa,38.89511,-77.03637
Ragdoll,2.83,34,male,True,49,8.92,seal,colorpoint,blue,FALSE,wet,41,15,Usa,37.77493,-122.41942
Ragdoll,2.92,35,male,False,43,6.96,seal,colorpoint,blue,TRUE,wet,5,15,Usa,42.35843,-71.05977
Ragdoll,2.92,35,male,True,44,6.7,red/cream,bicolor,green,FALSE,dry,17,15,Usa,38.89511,-77.03637
Ragdoll,3.0,36,female,True,45,6.1,seal,colorpoint,blue,FALSE,wet,38,15,Usa,38.89511,-77.03637
Ragdoll,3.0,36,male,True,55,9.0,seal,colorpoint,blue,FALSE,wet,12,16,Usa,40.71427,-74.00597
Ragdoll,3.0,36,male,True,51,7.65,seal,colorpoint,blue,FALSE,dry,30,17,Usa,40.71427,-74.00597
Ragdoll,3.0,36,female,False,44,5.64,seal,colorpoint,blue,FALSE,wet,24,15,Usa,45.52345,-122.67621
Ragdoll,3.0,36,male,False,50,7.48,seal,colorpoint,blue,FALSE,wet,27,17,Usa,40.71427,-74.00597
Ragdoll,3.0,36,male,True,22,5.5,brown/chocolate,colorpoint,blue,FALSE,wet,13,17,Usa,41.881832,-87.623177
Ragdoll,-3.083333333,-37,female,True,41,5.35,brown/chocolate,tortie,green,FALSE,wet,24,15,Usa,41.881832,-87.623177
Ragdoll,-3.083333333,-37,female,False,45,4.4,seal,colorpoint,blue,FALSE,wet,25,15,Usa,37.77493,-122.41942
rack doll,-3.083333333,-37,female,True,39,6.75,seal,colorpoint,blue,FALSE,dry,12,15,Usa,47.60621,-122.33207
Ragdoll,-3.166666667,-38,female,True,38,5.73,seal,colorpoint,blue,FALSE,wet,2,15,Usa,42.35843,-71.05977
Ragdoll,-3.166666667,-38,male,True,43,6.56,brown/chocolate,colorpoint,green,FALSE,wet,25,15,Usa,41.881832,-87.623177
Ragdoll,-3.166666667,-38,female,True,48,6.39,seal,colorpoint,blue,FALSE,wet,32,16,Usa,41.881832,-87.623177
Ragdoll,-3.166666667,-38,female,True,47,4.38,seal,colorpoint,blue,FALSE,wet,14,16,Usa,40.71427,-74.00597
Ragdoll,3.17,38,male,True,46,7.79,seal,colorpoint,blue,FALSE,dry,13,15,Usa,40.71427,-74.00597
Ragdoll,3.17,38,female,True,39,5.34,seal,colorpoint,blue,FALSE,wet,29,17,Usa,38.89511,-77.03637
Ragdoll,3.17,38,female,True,47,6.42,seal,colorpoint,blue,FALSE,wet,26,15,Usa,38.89511,-77.03637
Ragdoll,3.17,38,female,True,41,6.77,red/cream,colorpoint,green,FALSE,wet,16,15,Usa,45.52345,-122.67621
Ragdoll,3.17,38,female,True,38,3.98,seal,colorpoint,blue,TRUE,dry,22,15,Usa,39.29038,-76.61219
Ragdoll,3.25,39,male,True,52,6.8,red/cream,colorpoint,blue,FALSE,dry,1,15,Usa,39.29038,-76.61219
Ragdoll,3.25,39,female,False,39,4.22,brown/chocolate,colorpoint,blue,FALSE,wet,31,15,Usa,45.52345,-122.67621
Ragdoll,3.25,39,male,True,31,5.4,seal,colorpoint,blue,FALSE,wet,2,15,Usa,45.52345,-122.67621
Ragdoll,3.25,39,male,True,48,7.78,red/cream,bicolor,blue,FALSE,wet,16,16,Usa,38.89511,-77.03637
Ragdoll,3.25,39,male,True,49,7.87,seal,colorpoint,green,FALSE,wet,20,15,Usa,39.29038,-76.61219
Ragdoll,3.25,39,female,True,47,4.44,seal,colorpoint,blue,FALSE,dry,30,15,Usa,42.35843,-71.05977
Ragdoll,3.25,39,male,True,30,4.9,brown/chocolate,colorpoint,blue,FALSE,dry,29,15,Usa,41.881832,-87.623177
Ragdoll,3.33,40,male,False,50,6.3,brown/chocolate,colorpoint,blue,FALSE,wet,2,15,Usa,38.89511,-77.03637
Ragdoll,3.33,40,male,True,43,6.35,red/cream,colorpoint,blue,FALSE,dry,22,15,Usa,40.71427,-74.00597
Ragdoll,3.33,40,female,False,47,4.59,seal,colorpoint,blue,FALSE,dry,27,17,Usa,40.71427,-74.00597
Ragdoll,3.33,40,male,True,53,6.67,seal,colorpoint,blue,FALSE,dry,24,15,Usa,42.35843,-71.05977
Ragdoll,3.33,40,female,False,50,4.88,seal,colorpoint,green,TRUE,dry,27,15,Usa,38.89511,-77.03637
Ragdoll,3.33,40,female,False,39,4.72,seal,tortie,blue,FALSE,wet,31,16,Usa,42.35843,-71.05977
rack doll,3.33,40,female,True,42,6.07,seal,bicolor,blue,FALSE,wet,30,15,Usa,47.60621,-122.33207
Ragdoll,3.33,40,male,True,43,7.65,seal,colorpoint,blue,FALSE,dry,35,15,Usa,40.71427,-74.00597
Ragdoll,3.42,41,male,False,50,6.83,seal,colorpoint,blue,FALSE,dry,7,15,Usa,47.60621,-122.33207
Ragdoll,3.42,41,male,True,29,8.5,red/cream,colorpoint,blue,FALSE,wet,22,15,Usa,47.60621,-122.33207
Ragdoll,3.5,42,female,False,47,5.36,seal,colorpoint,green,FALSE,wet,9,15,Usa,39.29038,-76.61219
Ragdoll,3.5,42,male,False,46,6.79,brown/chocolate,colorpoint,blue,FALSE,wet,4,15,Usa,39.29038,-76.61219
Ragdoll,3.5,42,male,True,51,7.32,red/cream,colorpoint,blue,FALSE,wet,22,15,Usa,37.77493,-122.41942
Ragdoll,3.5,42,female,False,40,4.69,seal,colorpoint,green,FALSE,dry,17,15,France,43.61166,3.87771
Ragdoll,3.58,43,male,True,43,6.68,seal,colorpoint,blue,TRUE,dry,25,17,France,44.837789,-0.57918
Ragdoll,3.58,43,female,True,48,3.98,seal,colorpoint,blue,FALSE,dry,31,15,France,44.837789,-0.57918
Ragdoll,3.58,43,male,False,50,8.02,brown/chocolate,colorpoint,blue,FALSE,wet,13,15,France,45.76342,4.834277
Ragdoll,3.58,43,male,True,51,8.33,seal,colorpoint,green,FALSE,wet,18,16,France,43.61166,3.87771
Ragdoll,3.58,43,male,True,45,6.79,red/cream,colorpoint,blue,FALSE,wet,3,15,France,48.864716,2.349014
Ragdoll,3.67,44,female,False,41,6.32,seal,colorpoint,green,FALSE,wet,9,17,France,48.864716,2.349014
Ragdoll,3.67,44,female,True,38,4.26,seal,colorpoint,blue,FALSE,wet,23,16,France,48.864716,2.349014
Ragdoll,3.67,44,female,False,44,4.91,brown/chocolate,colorpoint,blue,FALSE,wet,6,15,France,48.864716,2.349014
Ragdoll,3.75,45,male,True,42,6.76,seal,colorpoint,blue,FALSE,wet,4,17,France,47.218371,-1.553621
Ragdoll,3.75,45,male,True,49,5.6,red/cream,bicolor,blue,FALSE,wet,31,15,France,45.76342,4.834277
Ragdoll,3.83,46,male,False,53,7.54,seal,colorpoint,blue,FALSE,dry,6,15,Usa,38.89511,-77.03637
Ragdoll,3.83,46,male,True,45,7.93,brown/chocolate,colorpoint,blue,FALSE,wet,29,16,Usa,39.29038,-76.61219
wrack doll,3.83,46,female,True,45,5.22,seal,colorpoint,green,FALSE,dry,29,15,Usa,39.29038,-76.61219
Ragdoll,3.83,46,male,True,46,8.6,red/cream,bicolor,blue,TRUE,wet,13,17,Usa,47.60621,-122.33207
Ragdoll,3.83,46,female,False,40,3.74,seal,tortie,blue,FALSE,wet,16,16,Usa,39.29038,-76.61219
Ragdoll,3.83,46,female,True,40,6.89,seal,colorpoint,blue,FALSE,dry,7,15,Usa,38.89511,-77.03637
Ragdoll,3.92,47,male,True,46,8.13,seal,colorpoint,green,FALSE,wet,21,17,Usa,42.35843,-71.05977
Ragdoll,3.92,47,male,True,46,7.33,seal,colorpoint,green,FALSE,wet,4,15,Usa,40.71427,-74.00597
Ragdoll,3.92,47,female,False,38,5.81,seal,colorpoint,amber,FALSE,wet,21,12,Usa,41.881832,-87.623177
Ragdoll,4.0,48,female,True,41,5.0,seal,colorpoint,blue,FALSE,wet,13,12,Usa,45.52345,-122.67621
Ragdoll,4.08,49,male,True,41,5.0,seal,colorpoint,blue,FALSE,wet,29,16,Usa,42.35843,-71.05977
Ragdoll,4.08,49,male,True,41,5.0,seal,colorpoint,blue,FALSE,wet,5,17,Usa,39.29038,-76.61219
Ragdoll,4.17,50,female,True,41,5.0,seal,colorpoint,blue,FALSE,wet,19,12,Usa,45.52345,-122.67621
Ragdoll,4.25,51,male,True,41,5.0,seal,colorpoint,blue,TRUE,dry,30,16,Usa,38.89511,-77.03637
Ragdoll,4.33,52,male,True,41,5.0,seal,colorpoint,green,FALSE,wet,32,16,Usa,42.35843,-71.05977
Ragdoll,4.33,52,male,False,41,5.0,red/cream,colorpoint,blue,FALSE,wet,33,12,Usa,38.89511,-77.03637
Ragdoll,4.33,52,male,False,41,5.0,seal,colorpoint,blue,FALSE,dry,18,15,Usa,45.52345,-122.67621
Ragdoll,4.42,53,male,True,53,5.7,red/cream,bicolor,blue,FALSE,dry,17,16,Usa,38.89511,-77.03637
Ragdoll,4.42,53,female,False,46,4.75,brown/chocolate,colorpoint,blue,FALSE,dry,8,12,Usa,38.89511,-77.03637
Ragdoll,4.42,53,female,False,44,5.56,seal,colorpoint,blue,FALSE,wet,7,12,Usa,45.52345,-122.67621
Ragdoll,4.42,53,female,False,50,5.09,seal,bicolor,green,FALSE,wet,13,12,Usa,39.29038,-76.61219
Ragdoll,4.5,54,female,True,40,6.93,seal,colorpoint,blue,FALSE,wet,3,12,Usa,37.77493,-122.41942
Ragdoll,4.5,54,female,False,45,6.47,seal,colorpoint,blue,FALSE,wet,20,16,Usa,37.77493,-122.41942
Ragdoll,4.5,54,female,False,41,5.38,seal,colorpoint,blue,FALSE,wet,9,17,Usa,47.60621,-122.33207
Ragdoll,4.58,55,female,False,46,5.5,brown/chocolate,bicolor,green,FALSE,wet,14,16,Usa,40.71427,-74.00597
Ragdoll,4.58,55,male,True,50,8.46,seal,colorpoint,green,TRUE,wet,28,17,Usa,38.89511,-77.03637
Ragdoll,4.58,55,male,True,46,8.05,seal,mitted,blue,FALSE,wet,25,16,Usa,39.29038,-76.61219
Ragdoll,4.58,55,female,True,38,5.71,red/cream,tortie,blue,FALSE,wet,27,12,Usa,42.35843,-71.05977
Ragdoll,4.58,55,male,True,47,8.38,seal,colorpoint,blue,FALSE,wet,15,12,Usa,40.71427,-74.00597
Ragdoll,4.58,55,female,True,39,4.23,seal,colorpoint,blue,FALSE,wet,18,12,Usa,37.77493,-122.41942
Ragdoll,4.58,55,male,False,46,6.18,seal,colorpoint,blue,FALSE,wet,12,12,Usa,42.35843,-71.05977
Ragdoll,4.67,56,male,True,57,8.54,seal,colorpoint,blue,FALSE,dry,22,12,Usa,37.77493,-122.41942
Ragdoll,4.67,56,male,True,44,6.27,seal,colorpoint,green,FALSE,wet,7,12,Usa,42.35843,-71.05977
Ragdoll,4.67,56,female,False,48,5.81,seal,colorpoint,blue,FALSE,wet,17,12,Usa,40.71427,-74.00597
Ragdoll,4.75,57,female,False,42,5.49,seal,colorpoint,blue,FALSE,dry,11,16,Usa,47.60621,-122.33207
wrack doll,4.75,57,male,True,44,5.73,seal,colorpoint,blue,FALSE,wet,27,15,Usa,40.71427,-74.00597
Ragdoll,4.83,58,female,True,40,4.44,seal,colorpoint,green,FALSE,wet,36,12,Usa,38.89511,-77.03637
Ragdoll,4.83,58,male,True,52,7.72,red/cream,colorpoint,blue,FALSE,wet,0,12,Usa,38.89511,-77.03637
Ragdoll,4.83,58,male,False,43,6.95,red/cream,bicolor,blue,FALSE,wet,11,12,Usa,38.89511,-77.03637
Ragdoll,4.83,58,male,False,57,7.98,seal,colorpoint,blue,FALSE,dry,31,12,Usa,42.35843,-71.05977
Ragdoll,4.83,58,female,True,44,4.21,brown/chocolate,colorpoint,green,FALSE,wet,35,12,Usa,41.881832,-87.623177
Ragdoll,4.83,58,male,True,51,8.14,seal,colorpoint,green,FALSE,dry,6,12,Usa,42.35843,-71.05977
Ragdoll,4.92,59,female,True,38,6.21,seal,colorpoint,blue,FALSE,wet,27,16,Usa,38.89511,-77.03637
Ragdoll,4.92,59,male,True,41,5.0,seal,solid,blue,FALSE,wet,14,12,Usa,42.35843,-71.05977
Ragdoll,4.92,59,male,True,41,5.0,seal,solid,blue,FALSE,dry,36,12,Usa,38.89511,-77.03637
Ragdoll,4.92,59,male,True,41,5.0,seal,solid,blue,FALSE,wet,14,12,Usa,40.71427,-74.00597
Ragdoll,4.92,59,male,True,41,5.0,seal,solid,blue,FALSE,wet,14,15,Usa,41.881832,-87.623177
Ragdoll,5.08,61,female,False,40,4.16,brown/chocolate,colorpoint,green,FALSE,wet,32,16,Usa,39.29038,-76.61219
Ragdoll,5.08,61,female,False,44,6.75,seal,colorpoint,blue,FALSE,dry,9,15,Usa,37.77493,-122.41942
Ragdoll,5.08,61,female,True,48,6.71,seal,colorpoint,blue,FALSE,wet,7,15,Usa,38.89511,-77.03637
Ragdoll,5.17,62,male,True,51,7.78,red/cream,colorpoint,blue,FALSE,wet,6,16,Usa,37.77493,-122.41942
Ragdoll,5.17,62,male,False,49,7.06,red/cream,colorpoint,blue,FALSE,dry,12,12,Usa,42.35843,-71.05977
Ragdoll,5.17,62,female,True,50,5.59,seal,colorpoint,green,FALSE,wet,10,17,Usa,42.35843,-71.05977
Ragdoll,5.25,63,female,False,50,4.88,brown/chocolate,colorpoint,blue,FALSE,dry,33,12,Usa,40.71427,-74.00597
Ragdoll,5.25,63,male,True,45,5.97,seal,colorpoint,blue,FALSE,dry,30,12,Usa,47.60621,-122.33207
Ragdoll,5.42,65,male,True,61,9.19,seal,colorpoint,blue,FALSE,dry,11,12,Usa,39.29038,-76.61219
Ragdoll,5.5,66,male,False,45,6.63,seal,colorpoint,blue,FALSE,dry,23,12,Usa,38.89511,-77.03637
Ragdoll,5.5,66,male,True,48,8.74,seal,colorpoint,green,FALSE,wet,10,12,Usa,40.71427,-74.00597
Ragdoll,5.5,66,male,True,47,7.43,red/cream,bicolor,blue,FALSE,dry,20,15,Usa,47.60621,-122.33207
wrack doll,5.58,67,male,False,52,7.3,red/cream,bicolor,green,FALSE,wet,1,15,Germany,48.137154,11.576124
Ragdoll,5.58,67,male,True,48,6.17,seal,colorpoint,blue,FALSE,wet,17,15,Germany,50.110924,8.682127
Ragdoll,5.58,67,female,False,42,6.52,seal,colorpoint,blue,FALSE,wet,9,17,Germany,51.227741,6.773456
Ragdoll,5.58,67,male,False,52,7.55,seal,colorpoint,blue,FALSE,wet,26,12,Germany,50.110924,8.682127
Ragdoll,5.58,67,male,True,46,6.17,seal,colorpoint,blue,FALSE,wet,15,12,Germany,50.110924,8.682127
Ragdoll,5.67,68,female,False,43,5.58,seal,colorpoint,blue,FALSE,wet,24,12,Germany,50.110924,8.682127
Ragdoll,5.67,68,female,True,43,7.21,seal,colorpoint,green,FALSE,wet,3,15,Germany,51.227741,6.773456
wrack doll,5.67,68,male,False,46,5.62,red/cream,colorpoint,blue,FALSE,wet,32,12,Germany,51.227741,6.773456
Ragdoll,5.67,68,male,False,52,5.94,red/cream,colorpoint,blue,FALSE,wet,30,12,Germany,51.227741,6.773456
Ragdoll,5.67,68,male,True,45,5.87,seal,colorpoint,blue,FALSE,wet,14,12,Germany,52.520008,13.404954
Ragdoll,5.67,68,female,True,41,4.95,seal,colorpoint,blue,FALSE,wet,9,12,Usa,38.89511,-77.03637
Ragdoll,5.67,68,male,True,53,7.12,red/cream,colorpoint,blue,TRUE,wet,24,17,Usa,40.71427,-74.00597
Ragdoll,5.67,68,female,True,40,5.49,seal,colorpoint,blue,FALSE,dry,26,12,Usa,38.89511,-77.03637
Ragdoll,5.75,69,male,False,48,5.73,seal,colorpoint,blue,FALSE,wet,10,12,Usa,40.71427,-74.00597
Ragdoll,5.75,69,male,True,43,7.13,seal,bicolor,amber,FALSE,wet,12,12,Usa,40.71427,-74.00597
Ragdoll,5.83,70,female,True,39,6.9,seal,mitted,blue,FALSE,wet,2,16,Usa,41.881832,-87.623177
Ragdoll,5.83,70,male,True,44,8.59,seal,colorpoint,blue,FALSE,wet,10,12,Usa,41.881832,-87.623177
Ragdoll,5.83,70,female,False,45,7.08,lilac,colorpoint,blue,FALSE,wet,9,12,Usa,42.35843,-71.05977
Ragdoll,6.0,72,female,True,42,6.69,brown/chocolate,colorpoint,blue,FALSE,wet,9,16,Usa,40.71427,-74.00597
Ragdoll,6.0,72,female,False,45,3.73,red/cream,mitted,blue,FALSE,wet,15,16,Usa,40.71427,-74.00597
Ragdoll,6.0,72,male,True,44,5.71,seal,colorpoint,blue,FALSE,wet,28,15,Usa,38.89511,-77.03637
Ragdoll,6.0,72,male,True,48,8.97,seal,colorpoint,blue,FALSE,wet,17,12,Usa,38.89511,-77.03637
Ragdoll,6.0,72,female,False,38,3.86,seal,colorpoint,green,FALSE,wet,23,16,Usa,45.52345,-122.67621
Ragdoll,6.08,73,female,True,45,5.84,seal,colorpoint,blue,FALSE,wet,30,12,Usa,40.71427,-74.00597
Ragdoll,6.08,73,male,True,51,7.25,red/cream,colorpoint,blue,FALSE,wet,18,16,Usa,40.71427,-74.00597
Ragdoll,6.08,73,female,False,36,5.43,seal,colorpoint,blue,FALSE,wet,4,12,Usa,40.71427,-74.00597
wrack doll,6.08,73,female,True,45,6.06,seal,colorpoint,blue,FALSE,wet,31,17,Usa,38.89511,-77.03637
Ragdoll,6.08,73,female,True,42,4.62,seal,colorpoint,blue,FALSE,wet,11,15,Usa,37.77493,-122.41942
Ragdoll,6.08,73,female,True,40,5.01,seal,colorpoint,green,FALSE,wet,15,16,Usa,47.60621,-122.33207
Ragdoll,6.08,73,male,False,43,6.22,seal,bicolor,blue,FALSE,wet,20,15,Usa,40.71427,-74.00597
Ragdoll,-6.083333333,-73,female,True,41,6.47,seal,colorpoint,blue,FALSE,dry,18,12,Usa,45.52345,-122.67621
Ragdoll,-6.166666667,-74,male,True,43,8.27,brown/chocolate,colorpoint,blue,FALSE,wet,5,17,Uk,52.486244,-1.890401
Ragdoll,-6.166666667,-74,male,False,51,7.25,seal,colorpoint,blue,FALSE,wet,15,12,Uk,53.408371,-2.991573
Ragdoll,-6.166666667,-74,female,True,40,6.84,seal,bicolor,blue,FALSE,dry,9,17,Uk,51.507351,-0.127758
Ragdoll,6.25,75,female,False,48,5.26,red/cream,colorpoint,blue,FALSE,dry,27,12,Uk,51.507351,-0.127758
Ragdoll,6.25,75,female,False,50,3.99,seal,colorpoint,blue,FALSE,wet,10,16,Uk,53.408371,-2.991573
Ragdoll,6.25,75,male,True,44,8.22,seal,colorpoint,blue,FALSE,wet,23,17,Uk,51.507351,-0.127758
Ragdoll,6.25,75,male,False,44,7.43,seal,bicolor,green,FALSE,wet,12,12,Uk,51.507351,-0.127758
Ragdoll,6.25,75,female,False,48,6.29,seal,colorpoint,blue,TRUE,dry,10,12,Uk,53.800755,-1.549077
Ragdoll,6.25,75,male,True,47,6.21,seal,colorpoint,blue,FALSE,dry,27,12,Uk,53.408371,-2.991573
Ragdoll,6.33,76,female,True,38,5.6,seal,tortie,blue,FALSE,wet,18,17,Uk,53.480759,-2.242631
Ragdoll,6.33,76,female,False,47,6.89,seal,colorpoint,blue,FALSE,dry,9,12,Uk,51.507351,-0.127758
Ragdoll,6.5,78,female,True,46,6.21,seal,colorpoint,blue,FALSE,dry,27,12,Uk,51.507351,-0.127758
Ragdoll,6.5,78,male,True,46,7.54,seal,mitted,green,FALSE,wet,1,12,Uk,51.507351,-0.127758
wrack doll,6.5,78,female,True,38,6.93,brown/chocolate,tortie,blue,FALSE,wet,5,12,Usa,43.296482,-74.00597
Ragdoll,6.5,78,male,True,51,7.31,seal,colorpoint,blue,FALSE,wet,22,17,Usa,43.296482,-74.00597
Ragdoll,6.58,79,female,True,48,6.53,seal,tortie,blue,FALSE,dry,19,12,Usa,37.77493,-122.41942
Ragdoll,6.58,79,female,True,38,6.25,seal,colorpoint,blue,FALSE,wet,18,17,Usa,45.52345,-122.67621
Ragdoll,6.67,80,female,False,46,6.6,seal,bicolor,blue,FALSE,wet,3,12,Germany,52.520008,13.404954
Ragdoll,6.67,80,male,True,44,6.27,brown/chocolate,colorpoint,blue,FALSE,wet,7,12,Germany,48.137154,11.576124
wrack doll,6.75,81,male,True,53,7.92,red/cream,bicolor,green,FALSE,wet,18,12,Germany,50.110924,8.682127
Ragdoll,6.75,81,female,True,44,4.41,seal,colorpoint,blue,FALSE,wet,6,17,Germany,52.520008,13.404954
Ragdoll,6.83,82,female,False,49,4.08,lilac,colorpoint,blue,FALSE,wet,33,12,Germany,50.110924,8.682127
Ragdoll,6.92,83,male,True,45,7.67,seal,colorpoint,blue,FALSE,wet,26,15,Germany,48.137154,11.576124
wrack doll,7.0,84,male,True,48,8.23,seal,colorpoint,blue,FALSE,wet,28,12,Germany,52.520008,13.404954
Ragdoll,7.0,84,female,False,40,5.79,seal,tortie,blue,FALSE,wet,5,15,Germany,52.520008,13.404954
Ragdoll,7.0,84,male,True,52,7.22,seal,colorpoint,green,FALSE,wet,13,17,Germany,50.110924,8.682127
Ragdoll,7.08,85,male,True,48,7.18,brown/chocolate,colorpoint,blue,FALSE,wet,21,17,Usa,40.71427,-74.00597
Ragdoll,7.08,85,male,True,45,8.18,seal,colorpoint,blue,FALSE,wet,25,21,Usa,42.35843,-71.05977
Ragdoll,7.08,85,female,False,48,3.92,seal,mitted,blue,FALSE,dry,9,17,Usa,45.52345,-122.67621
Ragdoll,7.08,85,female,True,31,5.28,brown/chocolate,colorpoint,blue,FALSE,wet,7,16,Usa,40.71427,-74.00597
Ragdoll,7.17,86,female,False,46,5.04,seal,colorpoint,blue,FALSE,wet,34,19,Usa,38.89511,-77.03637
Ragdoll,7.17,86,male,True,43,9.0,brown/chocolate,bicolor,blue,FALSE,wet,5,20,Usa,40.71427,-74.00597
Ragdoll,7.25,87,male,False,50,6.34,red/cream,colorpoint,blue,TRUE,wet,23,16,Usa,40.71427,-74.00597
Ragdoll,7.25,87,male,True,43,5.84,seal,colorpoint,green,FALSE,dry,23,16,Usa,42.35843,-71.05977
Ragdoll,7.25,87,female,False,50,3.66,seal,colorpoint,blue,FALSE,wet,23,16,Usa,38.89511,-77.03637
Ragdoll,7.33,88,female,True,38,6.24,brown/chocolate,mitted,blue,FALSE,wet,23,16,Usa,45.52345,-122.67621
Ragdoll,7.33,88,male,True,58,8.29,seal,colorpoint,blue,FALSE,wet,23,16,Usa,40.71427,-74.00597
Ragdoll,7.33,88,male,True,47,8.95,seal,colorpoint,blue,FALSE,wet,21,18,Usa,42.35843,-71.05977
Ragdoll,7.5,90,male,False,51,6.74,seal,colorpoint,blue,FALSE,wet,24,15,Usa,38.89511,-77.03637
Ragdoll,7.5,90,female,True,50,4.39,seal,colorpoint,blue,FALSE,wet,9,19,Usa,42.35843,-71.05977
Ragdoll,7.5,90,male,False,49,7.25,seal,colorpoint,blue,FALSE,dry,12,17,Usa,42.35843,-71.05977
Ragdoll,7.58,91,male,True,45,6.31,seal,colorpoint,blue,FALSE,wet,34,19,Usa,38.89511,-77.03637
Ragdoll,7.58,91,male,True,47,5.79,seal,colorpoint,blue,FALSE,wet,16,21,Usa,45.52345,-122.67621
wrack doll,7.58,91,male,True,47,7.73,seal,colorpoint,green,FALSE,dry,10,16,Usa,38.89511,-77.03637
Ragdoll,7.58,91,male,True,43,7.08,seal,colorpoint,blue,FALSE,wet,3,15,Canada,45.42153,-75.697193
Ragdoll,7.58,91,male,True,49,7.91,seal,colorpoint,green,FALSE,wet,26,18,Canada,51.049999,-114.066666
Ragdoll,7.67,92,female,True,50,5.04,red/cream,colorpoint,blue,FALSE,wet,7,19,Canada,51.049999,-114.066666
Ragdoll,7.67,92,male,False,45,7.03,seal,colorpoint,blue,FALSE,wet,21,19,Canada,43.65107,-79.347015
Ragdoll,7.67,92,female,True,49,4.87,seal,colorpoint,blue,TRUE,wet,29,18,Canada,51.049999,-114.066666
Ragdoll,7.67,92,male,True,62,7.2,brown/chocolate,bicolor,green,FALSE,wet,13,17,Canada,51.049999,-114.066666
Ragdoll,7.67,92,female,True,48,6.75,brown/chocolate,colorpoint,blue,FALSE,dry,27,20,Canada,49.246292,-123.116226
Ragdoll,7.67,92,male,True,49,7.24,red/cream,colorpoint,blue,FALSE,wet,23,17,Canada,51.049999,-114.066666
Ragdoll,7.75,93,male,True,49,7.36,seal,colorpoint,blue,FALSE,wet,14,19,Canada,51.049999,-114.066666
Ragdoll,7.75,93,female,False,47,5.91,seal,colorpoint,blue,FALSE,wet,28,21,Canada,45.508888,-73.561668
Ragdoll,7.75,93,male,True,43,8.89,seal,bicolor,blue,FALSE,wet,27,19,Canada,51.049999,-114.066666
Ragdoll,7.75,93,male,True,63,8.68,red/cream,bicolor,green,FALSE,wet,5,16,Canada,51.049999,-114.066666
Ragdoll,7.75,93,female,True,38,5.52,seal,colorpoint,blue,FALSE,wet,13,16,Canada,45.508888,-73.561668
Ragdoll,7.75,93,male,False,48,7.72,seal,bicolor,blue,FALSE,wet,26,17,Canada,43.65107,-79.347015
Ragdoll,7.83,94,female,False,44,7.07,brown/chocolate,colorpoint,blue,FALSE,dry,2,15,Canada,45.508888,-73.561668
Ragdoll,7.83,94,male,True,50,6.42,brown/chocolate,bicolor,green,FALSE,wet,13,18,Usa,40.71427,-74.00597
Ragdoll,7.83,94,female,True,38,6.2,seal,colorpoint,blue,FALSE,wet,0,18,Usa,47.60621,-122.33207
Ragdoll,7.92,95,female,False,48,4.65,brown/chocolate,colorpoint,blue,FALSE,wet,18,16,Usa,42.35843,-71.05977
